bigram_Words,count
hack freeze tool,2
freeze tool capital,2
tool capital flight,2
capital flight reduce,2
flight reduce trust,2
reduce trust alternative,2
trust alternative rail,2
alternative rail difficult,2
rail difficult regulator,2
difficult regulator track,2
regulator track oversee,2
track oversee held,2
oversee held buy,2
held buy limited,2
buy limited adoption,2
limited adoption rate,2
adoption rate hand,2
rate hand traditional,2
hand traditional rail,2
traditional rail replacement,2
rail replacement technology,2
replacement technology received,2
technology received regulatory,2
received regulatory buy,2
regulatory buy despite,2
buy despite rising,2
despite rising alternative,2
rising alternative currency,2
alternative currency payment,2
currency payment scheme,2
payment scheme inroad,2
scheme inroad traditional,2
inroad traditional payment,2
traditional payment ecosystem,2
payment ecosystem set,2
ecosystem set alternative,2
set alternative ecosystem,2
alternative ecosystem traditional,2
ecosystem traditional payment,2
traditional payment solution,2
payment solution modernized,2
solution modernized country,2
modernized country lead,2
country lead united,2
lead united kingdom,2
payment system modernizing,2
system modernizing domestic,2
modernizing domestic payment,2
domestic payment system,2
payment system move,2
system move real,2
move real time,2
real time close,2
time close processing,2
close processing improving,2
processing improving proposition,2
improving proposition traditional,2
proposition traditional payment,2
payment scheme compared,2
scheme compared alternative,2
compared alternative supporting,2
alternative supporting evidence,2
supporting evidence feature,2
evidence feature expanded,2
feature expanded data,2
expanded data transmission,2
data transmission messaging,2
transmission messaging iso,2
messaging iso transaction,2
iso transaction tracking,2
transaction tracking transparency,2
tracking transparency flexibility,2
transparency flexibility add,2
flexibility add ons,2
add ons cross,2
ons cross border,2
cross border convenience,2
border convenience traditional,2
convenience traditional payment,2
traditional payment system,2
payment system minimizing,2
system minimizing alternative,2
minimizing alternative real,2
alternative real time,2
real time reality,2
time reality security,2
reality security concern,2
security concern lack,2
concern lack central,2
lack central oversight,2
central oversight tool,2
oversight tool traditional,2
tool traditional payment,2
traditional payment efindings,2
payment efindings uncertainty,2
case study customer,2
study customer acceptance,2
remains existent continued,2
existent continued payment,2
quantitative evidence united,2
evidence united kingdom,2
payment system developed,2
system developed allow,2
developed allow money,2
allow money transfer,2
money transfer move,2
transfer move cheaply,2
move cheaply account,2
cheaply account matter,2
account matter hour,2
matter hour considerably,2
hour considerably faster,2
considerably faster previous,2
faster previous solution,2
previous solution limit,2
solution limit processing,2
limit processing raised,2
processing raised business,2
raised business payment,2
business payment allowing,2
payment allowing system,2
allowing system handle,2
system handle vast,2
handle vast majority,2
vast majority business,2
majority business transaction,2
business transaction expansion,2
transaction expansion real,2
expansion real time,2
real time system,2
time system business,2
system business concern,2
business concern security,2
concern security exchange,2
security exchange wallet,2
exchange wallet pervasive,2
wallet pervasive user,2
pervasive user bitcoin,2
user bitcoin digital,2
bitcoin digital currency,2
digital currency bitfinex,2
currency bitfinex second,2
bitfinex second largest,2
second largest coin,2
largest coin exchange,2
coin exchange hacked,2
exchange hacked recover,2
hacked recover customer,2
recover customer subject,2
customer subject haircut,2
subject haircut bitcoin,2
haircut bitcoin exchange,2
bitcoin exchange hack,2
exchange hack source,2
hack source wall,2
street journal faster,2
journal faster payment,2
faster payment blockchain,2
payment blockchain info,2
blockchain info regulator,2
info regulator regulate,2
regulator regulate support,2
regulate support digital,2
support digital currency,2
digital currency development,2
currency development future,2
development future payment,2
future payment modernization,2
payment modernization standard,2
modernization standard affect,2
standard affect development,2
affect development cross,2
development cross border,2
cross border solution,2
border solution bank,2
solution bank continue,2
bank continue justify,2
continue justify high,2
justify high payment,2
high payment fee,2
payment fee modern,2
fee modern system,2
modern system implemented,2
system implemented efindings,2
implemented efindings uncertainty,2
key uncertainty technology,2
uncertainty technology alternative,2
technology alternative payment,2
traditional scheme market,2
scheme market shift,2
market shift occur,2
shift occur true,2
occur true payment,2
true payment alternative,2
payment alternative gain,2
alternative gain traction,2
gain traction popularity,2
traction popularity traditional,2
popularity traditional alternative,2
traditional alternative payment,2
alternative payment system,2
payment system faster,2
system faster payment,2
faster payment bitcoin,2
payment bitcoin global,2
bitcoin global transaction,2
global transaction day,2
transaction day april,2
day april uncertainty,2
april uncertainty payment,2
uncertainty payment concern,2
payment concern move,2
concern move digital,2
move digital online,2
digital online effect,2
online effect regionalization,2
effect regionalization playing,2
regionalization playing role,2
playing role payment,2
role payment key,2
payment key uncertainty,2
future payment diverge,2
payment diverge world,2
diverge world retail,2
world retail online,2
retail online bridged,2
online bridged best,2
bridged best positioned,2
best positioned benefit,2
positioned benefit monetization,2
benefit monetization payment,2
monetization payment data,2
payment data psd,2
data psd create,2
psd create payment,2
create payment chain,2
payment chain europe,2
chain europe mobile,2
europe mobile payment,2
mobile payment capture,2
payment capture major,2
capture major double,2
major double digit,2
double digit share,2
digit share retail,2
share retail payment,2
retail payment card,2
payment card based,2
card based country,2
based country national,2
country national digital,2
national digital currency,2
digital currency payment,2
currency payment finding,2
payment finding illustrate,2
finding illustrate massive,2
illustrate massive pressure,2
massive pressure payment,2
pressure payment industry,2
payment industry hand,2
industry hand heightened,2
hand heightened competition,2
heightened competition challenging,2
regulatory environment leading,2
